	[psi_1, psi2]	prefrence distribution	sampled prefrence
2014	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2015	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2016	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2017	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2018	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2019	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2020	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2021	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2022	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2023	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2024	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2025	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2026	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2027	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2028	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2029	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2030	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2031	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2032	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2033	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2034	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2035	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2036	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2037	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2038	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2039	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2040	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2041	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2042	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2043	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2044	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2045	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2046	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2047	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2048	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2049	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2050	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2051	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2052	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2053	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2054	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2055	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2056	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2057	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2058	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2059	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2060	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2061	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2062	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2063	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2064	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2065	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2066	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2067	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2068	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2069	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2070	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2071	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2072	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2073	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2074	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2075	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2076	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2077	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2078	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2079	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2080	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2081	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2082	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2083	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2084	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2085	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2086	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2087	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2088	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2089	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2090	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2091	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2092	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2093	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2094	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2095	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2096	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2097	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2098	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2099	[[2.0, 0.0, 1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 0.0, 2.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2100	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2101	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2102	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2103	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2104	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2105	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2106	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2107	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2108	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2109	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2110	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2111	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2112	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2113	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2114	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2115	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2116	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2117	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2118	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2119	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2120	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2121	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2122	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2123	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2124	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2125	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2126	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2127	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2128	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2129	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2130	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2131	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2132	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2133	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2134	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2135	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2136	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2137	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2138	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2139	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2140	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2141	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2142	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2143	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2144	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2145	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2146	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2147	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2148	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2149	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2150	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2151	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2152	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2153	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2154	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2155	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2156	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2157	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2158	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2159	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2160	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2161	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2162	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2163	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2164	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2165	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2166	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2167	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
2168	[[2.0, 0.0, 1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.0]]	[3.873997628687187e-21, 1.0]	[0 1]
