	[psi_1, psi2]	[ssx,ssy, esx,esy]	sampled prefrence	ER
989	"[[2. 0. 1. 1. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 2. 6. 3.]
 [0. 9. 3. 9.]]"	[0, 1]	[-90.64230532839126, 0.13029449533703286]
990	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 4. 3. 6.]
 [2. 3. 1. 4.]]"	[0, 1]	[-92.63632030840625, -3.9910159860059906]
991	"[[0. 0. 1. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 6. 3. 6.]
 [0. 9. 1. 9.]]"	[0, 1]	[-92.63732030840626, -3.958279280974267]
992	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 8. 8. 9.]
 [4. 3. 3. 1.]]"	[1, 0]	[-0.9500000000000028, -7.117668304508015]
993	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 9. 8. 9.]
 [1. 6. 3. 7.]]"	[0, 1]	[-1.9500000000000028, 0.12003903664085414]
994	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 3. 5.]
 [5. 7. 4. 7.]]"	[0, 1]	[-92.63632030840625, -4.04480929280205]
995	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[0. 5. 3. 5.]
 [2. 0. 3. 0.]]"	[0, 1]	[-87.52651622979965, -1.9645584623320929]
996	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [6. 8. 6. 6.]]"	[1, 0]	[-0.9500000000000028, -5.09275719795]
997	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 8. 3. 6.]
 [5. 5. 4. 5.]]"	[0, 1]	[-96.80929280205001, -4.042720719025745]
998	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 4. 3. 6.]
 [4. 8. 4. 9.]]"	[0, 1]	[-88.56108430510974, -2.9541448520499998]
999	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[5. 3. 6. 3.]
 [5. 1. 4. 1.]]"	[0, 1]	[-92.63632030840625, -4.03955608830411]
1000	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 2. 6. 3.]
 [9. 3. 9. 3.]]"	[0, 1]	[-90.55608830410975, -3.0]
1001	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 1. 2. 2.]
 [5. 9. 6. 8.]]"	[0, 1]	[-87.44153766790625, -3.0]
1002	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 2. 2. 2.]
 [1. 7. 2. 9.]]"	[0, 1]	[-87.44353466890624, 0.1251642008417022]
1003	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[6. 4. 6. 3.]
 [3. 1. 1. 0.]]"	[0, 1]	[-94.7247130297377, -4.107325649481737]
1004	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 4. 6. 3.]
 [3. 1. 4. 1.]]"	[0, 1]	[-94.7247130297377, -3.9614834677841984]
1005	"[[2. 1. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 9. 8. 9.]
 [9. 0. 9. 0.]]"	[1, 0]	[-2.0, -3.0]
1006	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [7. 6. 6. 6.]]"	[1, 0]	[-2.9000500000000002, -3.046855147949998]
1007	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[6. 6. 3. 6.]
 [9. 7. 6. 7.]]"	[0, 1]	[-96.80929280205001, -7.0449020499999975]
1008	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 1. 0. 3.]]"	"[[1. 5. 3. 6.]
 [6. 7. 7. 9.]]"	[0, 1]	[-88.56307930910876, -0.8551479500000028]
1009	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 5. 3. 5.]
 [5. 6. 4. 5.]]"	[0, 1]	[-93.67799830671296, -5.086485202534988]
1010	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[4. 4. 3. 5.]
 [5. 6. 3. 7.]]"	[0, 1]	[-92.63632030840625, -5.043764483509243]
1011	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[1. 2. 2. 2.]
 [7. 0. 6. 2.]]"	[0, 1]	[-87.44353466890624, -1.9603576946716146]
1012	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 1. 0.]]"	"[[2. 1. 2. 2.]
 [4. 2. 5. 2.]]"	[0, 1]	[-87.44153766790625, -2.9604043160118962]
1013	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 6. 3. 6.]
 [8. 8. 7. 8.]]"	[0, 1]	[-96.80929280205001, -8.049999999999997]
1014	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 8. 3. 6.]
 [1. 1. 2. 1.]]"	[0, 1]	[-98.80929280205001, -1.9665534663310922]
1015	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[5. 3. 6. 3.]
 [3. 8. 2. 8.]]"	[0, 1]	[-92.63632030840625, -8.04376448350925]
1016	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 6. 3.]
 [3. 8. 3. 9.]]"	[0, 1]	[-93.63632030840625, -1.95519070719795]
1017	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [0. 5. 0. 5.]]"	[1, 0]	[-0.9500000000000028, -3.0]
1018	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 3. 2. 2.]
 [7. 2. 5. 2.]]"	[0, 1]	[-91.59568398809785, -3.0873043286101165]
1019	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[0. 3. 2. 2.]
 [7. 2. 7. 1.]]"	[0, 1]	[-88.44353466890624, -3.0406829883167106]
1020	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[7. 3. 6. 3.]
 [9. 6. 7. 7.]]"	[0, 1]	[-94.7247130297377, -5.949099950000004]
1021	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 4. 6. 3.]
 [2. 6. 3. 8.]]"	[0, 1]	[-92.63632030840625, -0.872836799158307]
1022	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 5. 3. 5.]
 [2. 3. 1. 4.]]"	[0, 1]	[-94.7207190257387, -3.9910159860059906]
1023	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 4. 3. 5.]
 [1. 8. 2. 8.]]"	[0, 1]	[-92.63632030840625, -3.958279280974267]
1024	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 5. 3. 5.]
 [5. 9. 4. 9.]]"	[0, 1]	[-93.67799830671296, -4.04690205]
1025	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 4. 3. 5.]
 [5. 9. 7. 8.]]"	[0, 1]	[-88.56108430510974, -2.95205]
1026	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 7. 8. 9.]
 [0. 4. 0. 2.]]"	[1, 0]	[-1.9000500000000002, -5.082898579332507]
1027	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 6. 8. 9.]
 [0. 4. 0. 3.]]"	[1, 0]	[0.09794999999999732, -3.0474550446636073]
1028	"[[2. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 9. 8. 9.]
 [5. 0. 4. 0.]]"	[1, 0]	[-2.0, -8.038516532215802]
1029	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 7. 8. 9.]
 [5. 0. 4. 1.]]"	[1, 0]	[-2.9000500000000002, -4.0]
1030	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 3. 2. 2.]
 [8. 5. 8. 5.]]"	[0, 1]	[-91.55608830410975, -3.0]
1031	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[3. 0. 2. 2.]
 [0. 2. 1. 4.]]"	[0, 1]	[-88.44153766790625, -0.8815749044376915]
1032	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 7. 3. 6.]
 [5. 8. 2. 8.]]"	[0, 1]	[-96.80929280205001, -9.1344289242613]
1033	"[[1. 0. 1. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 6. 3. 6.]
 [5. 8. 7. 9.]]"	[0, 1]	[-95.7207190257387, -0.8551479500000028]
1034	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 4. 6. 3.]
 [7. 4. 7. 3.]]"	[0, 1]	[-93.7247130297377, -4.04276748051025]
1035	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 1. 6. 3.]
 [8. 3. 7. 5.]]"	[0, 1]	[-91.64230532839126, -1.9561887081979634]
1036	"[[1. 1. 0. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 8. 8. 9.]
 [0. 9. 0. 8.]]"	[1, 0]	[-2.950000000000003, -5.039678998306719]
1037	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 8. 8. 9.]
 [0. 9. 1. 9.]]"	[1, 0]	[-0.9020500000000027, -1.958279280974267]
1038	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 8. 3. 6.]
 [2. 6. 1. 6.]]"	[0, 1]	[-96.80929280205001, -4.036640319308404]
1039	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 4. 3. 6.]
 [2. 6. 2. 7.]]"	[0, 1]	[-88.56108430510974, -3.9593220016932946]
1040	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 8. 8. 9.]
 [7. 6. 6. 4.]]"	[1, 0]	[-0.9500000000000028, -7.1314349202622935]
1041	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 9. 8. 9.]
 [1. 6. 2. 8.]]"	[0, 1]	[-1.9500000000000028, -0.879960963359153]
1042	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 2. 6. 3.]
 [8. 0. 7. 1.]]"	[0, 1]	[-90.55608830410975, -1.9018398279552358]
1043	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 1. 6. 3.]
 [8. 0. 8. 1.]]"	[0, 1]	[-91.64230532839126, -1.9594152701137588]
1044	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 9. 8. 9.]
 [4. 5. 5. 5.]]"	[1, 0]	[-1.0, -1.9572792809742552]
1045	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 2. 0. 0.]]"	"[[6. 4. 6. 3.]
 [7. 0. 7. 1.]]"	[0, 1]	[-93.7247130297377, -0.9603576946716146]
1046	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 4. 6. 3.]
 [7. 0. 5. 1.]]"	[0, 1]	[-93.63632030840625, -5.046574718953124]
1047	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 6. 3.]
 [5. 6. 5. 4.]]"	[0, 1]	[-91.63632030840625, -5.086485202534988]
1048	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 6. 3.]
 [5. 6. 5. 9.]]"	[0, 1]	[-92.63632030840625, 0.13756649075205019]
1049	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[6. 4. 6. 3.]
 [7. 6. 6. 4.]]"	[0, 1]	[-94.7247130297377, -7.1314349202622935]
1050	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[6. 4. 6. 3.]
 [7. 6. 8. 8.]]"	[0, 1]	[-94.7247130297377, 0.14385204999999956]
1051	"[[1. 1. 0. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 9. 8. 9.]
 [8. 8. 7. 6.]]"	[1, 0]	[-0.9500000000000028, -9.14385205]
1052	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[7. 7. 8. 9.]
 [4. 8. 7. 8.]]"	[1, 0]	[0.09794999999999732, -0.8592928020499997]
1053	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 3. 5.]
 [3. 0. 1. 0.]]"	[0, 1]	[-92.63632030840625, -4.070847633798145]
1054	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 5. 3. 5.]
 [5. 9. 5. 8.]]"	[0, 1]	[-87.52651622979965, -4.04690205]
1055	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 3. 6. 3.]
 [0. 7. 0. 5.]]"	[0, 1]	[-95.7127380057487, -5.074163759298209]
1056	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 4. 6. 3.]
 [0. 7. 3. 7.]]"	[0, 1]	[-92.63632030840625, 0.12003903664085414]
1057	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [9. 6. 8. 4.]]"	[1, 0]	[-0.9500000000000028, -7.039858147950014]
1058	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [4. 7. 6. 6.]]"	[0, 1]	[-2.950000000000003, -1.95519070719795]
1059	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 6. 3.]
 [1. 7. 0. 7.]]"	[0, 1]	[-92.63632030840625, -4.038639319308395]
1060	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 3. 6. 3.]
 [1. 7. 2. 7.]]"	[0, 1]	[-93.63632030840625, -1.9613210016932854]
1061	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 2. 6. 3.]
 [5. 7. 6. 6.]]"	[0, 1]	[-92.68298831670796, -3.0]
1062	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[4. 2. 6. 3.]
 [3. 0. 4. 2.]]"	[0, 1]	[-90.55608830410975, 0.11455063620350359]
1063	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 3. 5.]
 [5. 4. 4. 2.]]"	[0, 1]	[-92.63632030840625, -5.121910002603215]
1064	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 4. 3. 5.]
 [5. 4. 5. 3.]]"	[0, 1]	[-87.52651622979965, -4.04167799830671]
1065	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[5. 7. 3. 6.]
 [1. 3. 0. 2.]]"	[0, 1]	[-96.80929280205001, -6.071923549352498]
1066	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[1. 5. 3. 6.]
 [3. 7. 2. 9.]]"	[0, 1]	[-88.56307930910876, -4.956235516490757]
1067	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [6. 9. 6. 9.]]"	[1, 0]	[0.09994999999999976, -3.0]
1068	"[[1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 7. 8. 9.]
 [6. 9. 7. 9.]]"	[1, 0]	[-1.9000500000000002, -3.950000000000003]
1069	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 8. 8. 9.]
 [2. 4. 1. 4.]]"	[1, 0]	[-0.9500000000000028, -3.034568075310098]
1070	"[[2. 1. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[9. 9. 8. 9.]
 [5. 0. 5. 1.]]"	[1, 0]	[-2.0, -3.96044391169589]
1071	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 8. 8. 9.]
 [6. 2. 7. 4.]]"	[0, 1]	[-4.0, 0.1251751818566902]
1072	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [2. 0. 0. 1.]]"	[1, 0]	[-0.9500000000000028, -5.0324130871352395]
1073	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 9. 8. 9.]
 [6. 7. 6. 8.]]"	[1, 0]	[0.09794999999999732, -1.95309795]
1074	"[[2. 1. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 8. 8. 9.]
 [3. 9. 3. 8.]]"	[1, 0]	[-0.9500000000000028, -5.04480929280205]
1075	"[[0. 1. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 9. 8. 9.]
 [3. 9. 2. 9.]]"	[1, 0]	[-1.9500000000000028, -7.04480929280205]
1076	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[2. 3. 2. 2.]
 [3. 1. 1. 0.]]"	[0, 1]	[-89.51753221580563, -4.107325649481737]
1077	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[0. 1. 2. 2.]
 [3. 1. 4. 1.]]"	[0, 1]	[-86.3736830431031, -3.9614834677841984]
1078	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[4. 4. 3. 6.]
 [4. 2. 4. 1.]]"	[0, 1]	[-92.63632030840625, -4.03955608830411]
1079	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[1. 7. 3. 6.]
 [9. 5. 9. 6.]]"	[0, 1]	[-92.63931930840624, -1.9521488500499942]
1080	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [4. 5. 4. 2.]]"	[1, 0]	[-0.9500000000000028, -5.121910002603215]
1081	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 9. 8. 9.]
 [5. 6. 3. 7.]]"	[1, 0]	[-1.9500000000000028, -5.043764483509243]
1082	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 2. 0. 0.]]"	"[[5. 7. 3. 6.]
 [6. 2. 5. 2.]]"	[0, 1]	[-96.80929280205001, -1.046621340293406]
1083	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 8. 3. 6.]
 [8. 0. 8. 0.]]"	[0, 1]	[-98.80929280205001, -3.0]
1084	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 3. 6. 3.]
 [5. 2. 5. 3.]]"	[0, 1]	[-93.7247130297377, -1.9593636796915987]
1085	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 4. 6. 3.]
 [1. 9. 3. 9.]]"	[0, 1]	[-92.63632030840625, -1.9114262236887]
1086	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 7. 3. 5.]
 [2. 0. 3. 0.]]"	[0, 1]	[-95.76448350924795, -1.9645584623320929]
1087	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 4. 3. 5.]
 [3. 8. 5. 7.]]"	[0, 1]	[-87.52651622979965, -2.95519070719795]
1088	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[3. 0. 2. 2.]
 [9. 8. 9. 9.]]"	[0, 1]	[-87.44153766790625, -1.9500000000000028]
1089	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[2. 1. 2. 2.]
 [7. 7. 6. 9.]]"	[0, 1]	[-87.44153766790625, -2.95205]
1090	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 2. 2. 2.]
 [9. 6. 8. 4.]]"	[0, 1]	[-90.51653221580564, -7.039858147950014]
1091	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 2. 2. 2.]
 [0. 6. 2. 7.]]"	[0, 1]	[-87.44353466890624, 0.11491899760421376]
1092	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 8. 3. 6.]
 [5. 4. 4. 2.]]"	[0, 1]	[-96.80929280205001, -4.121910002603215]
1093	"[[0. 0. 1. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[4. 8. 3. 6.]
 [5. 7. 7. 8.]]"	[0, 1]	[-98.80929280205001, -0.8592928020499997]
1094	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[8. 4. 6. 3.]
 [7. 2. 8. 0.]]"	[0, 1]	[-95.81129180205, -3.138843160361475]
1095	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 4. 6. 3.]
 [6. 9. 8. 8.]]"	[0, 1]	[-93.63632030840625, -2.950000000000003]
1096	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[3. 2. 2. 2.]
 [4. 8. 1. 8.]]"	[0, 1]	[-91.51653221580564, -10.130294495337033]
1097	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[0. 1. 2. 2.]
 [4. 8. 3. 8.]]"	[0, 1]	[-86.3736830431031, -7.04480929280205]
1098	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 1. 0. 0.]]"	"[[6. 9. 8. 9.]
 [4. 3. 5. 1.]]"	[1, 0]	[-0.9500000000000028, -2.0395956839881038]
1099	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[8. 6. 8. 9.]
 [4. 3. 6. 4.]]"	[1, 0]	[0.09794999999999732, -1.8709709583601466]
1100	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[6. 4. 6. 3.]
 [3. 1. 3. 0.]]"	[0, 1]	[-93.7247130297377, -3.036478015683592]
1101	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 2. 6. 3.]
 [3. 1. 4. 1.]]"	[0, 1]	[-91.59568398809785, -1.9614834677841984]
1102	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 5. 2. 2.]
 [9. 4. 9. 2.]]"	[0, 1]	[-89.59868298809785, -5.088470233507003]
1103	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 1. 2. 2.]
 [7. 5. 7. 4.]]"	[0, 1]	[-86.3736830431031, -4.043811291802044]
1104	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 2. 0. 0.]]"	"[[2. 1. 2. 2.]
 [5. 3. 5. 2.]]"	[0, 1]	[-87.44153766790625, -2.0406363203084013]
1105	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 2. 2. 2.]
 [5. 3. 4. 4.]]"	[0, 1]	[-88.44353466890624, -3.0]
1106	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[2. 1. 2. 2.]
 [2. 5. 1. 4.]]"	[0, 1]	[-87.44153766790625, -4.072166758298202]
1107	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 1. 2. 2.]
 [3. 7. 2. 7.]]"	[0, 1]	[-88.44153766790625, -8.042720719025745]
1108	"[[2. 1. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 9. 8. 9.]
 [1. 9. 0. 8.]]"	[1, 0]	[-2.0, -6.081399717332452]
1109	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 7. 8. 9.]
 [1. 9. 4. 9.]]"	[0, 1]	[-2.9000500000000002, 0.13442892426130015]
1110	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 3. 2. 2.]
 [3. 8. 2. 8.]]"	[0, 1]	[-91.59568398809785, -8.04376448350925]
1111	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 2. 2. 2.]
 [0. 8. 1. 8.]]"	[0, 1]	[-91.51653221580564, -1.9603210016932806]
1112	"[[0. 1. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[8. 8. 8. 9.]
 [2. 9. 2. 9.]]"	[1, 0]	[-4.0, -6.0]
1113	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [2. 9. 5. 9.]]"	[0, 1]	[-1.9000500000000002, 0.13756649075205019]
1114	"[[2. 1. 0. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 9. 8. 9.]
 [1. 5. 0. 4.]]"	[1, 0]	[-2.0, -3.0720895955389054]
1115	"[[2. 1. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 9. 8. 9.]
 [1. 5. 2. 7.]]"	[0, 1]	[-2.0, 0.11491899760421376]
1116	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 8. 8. 9.]
 [4. 4. 5. 2.]]"	[1, 0]	[-0.9500000000000028, -3.0406363203084013]
1117	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 9. 8. 9.]
 [8. 6. 9. 4.]]"	[1, 0]	[-0.9500000000000028, -4.144554498750047]
